FileName,BaseNumber,SectionNum,RqmtNum,Title,LaTeX_Label,Details,NumStatuses,Status,Acceptance,Traceability,Notes
sections/3.01.StatesAndModes/Medium/Medium-Modes_TV.tex,\RqtNumberBase.1,3.3,3.3.1,Mode Television Broadcast,rqt:MediumModeTVBroadcast,"The BDP-Medium system shall provide the Television Broadcast Mode in the states and sub-states as shown in Table~\ref{tab:Medium-StatesAndModes}.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Television Broadcast Mode generalizes the case where the system provides single and multi-channel TV broadcasts. 	\item Sub-modes of analog and digital TV shall be provided."
sections/3.01.StatesAndModes/Medium/Medium-Modes_Cell.tex,\RqtNumberBase.1,3.3,3.3.1,Mode Cellular Dissemination,rqt:MediumModeCell,"The BDP-Medium system shall provide the Cellular Dissemination Mode in the states and sub-states as shown in Table~\ref{tab:Medium-StatesAndModes}.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Cellular Dissemination Mode generalizes the case where the system disseminates cellular messages. 	\item Sub-modes of SMS, MMS, and CBS shall be provided."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-Radio.tex,\RqtNumberBase.1,3.3,3.3.1,Sub-Mode SW Radio Broadcast,rqt:MediumSWRadio,"The BDP-Medium system shall provide the SW Radio Broadcast Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The SW Radio Broadcast Sub-Mode generalizes the case where the system is broadcasting in the shortwave radio spectrum."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-Radio.tex,\RqtNumberBase.2,3.3,3.3.2,Sub-Mode AM Radio Broadcast,rqt:MediumAMRadio,"The BDP-Medium system shall provide the AM Radio Broadcast Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The AM Radio Broadcast Sub-Mode generalizes the case where the system is broadcasting in the AM radio spectrum."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-Radio.tex,\RqtNumberBase.3,3.3,3.3.3,Sub-Mode FM Radio Broadcast,rqt:MediumFMRadio,"The BDP-Medium system shall provide the FM Radio Broadcast Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The FM Radio Broadcast Sub-Mode generalizes the case where the system is broadcasting in the FM radio spectrum."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-Radio.tex,\RqtNumberBase.4,3.3,3.3.4,Sub-Mode FM Radio Broadcast with RDS,rqt:MediumFMRadioRDS,"The BDP-Medium system shall provide the FM Radio Broadcast Sub-Mode with RDS text.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.1.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The FM Radio Broadcast Sub-Mode generalizes the case where the system is broadcasting in the FM radio spectrum."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-Radio.tex,\RqtNumberBase.5,3.3,3.3.5,Sub-Mode FM Radio Rebroadcast,rqt:MediumFMRadioRebroadcast,"The BDP-Medium system shall provide the FM Radio Rebroadcast Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.5.5] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The FM Radio Rebroadcast Sub-Mode generalizes the case where the system rebroadcasts FM radio programming."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-TV.tex,\RqtNumberBase.1,3.3,3.3.1,Sub-Mode Analog TV,rqt:MediumAnalogTV,"The BDP-Medium system shall provide the Analog TV Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Analog TV Sub-Mode generalizes the case where the system is broadcasting Analog TV signals."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-TV.tex,\RqtNumberBase.2,3.3,3.3.2,Sub-Mode Digital TV,rqt:MediumDigitalTV,"The BDP-Medium system shall provide the Digital TV Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Digital TV Sub-Mode generalizes the case where the system is broadcasting Digital TV signals."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-Cell.tex,\RqtNumberBase.1,3.3,3.3.1,Sub-Mode SMS Messaging,rqt:MediumSMS,"The BDP-Medium system shall provide the SMS Messaging Dissemination Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The SMS Messaging Dissemination Sub-Mode generalizes the case where the system disseminates SMS messages."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-Cell.tex,\RqtNumberBase.2,3.3,3.3.2,Sub-Mode MMS Messaging,rqt:MediumMMS,"The BDP-Medium system shall provide the MMS Messaging Dissemination Sub-Mode.",1, Objective,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The MMS Messaging Dissemination Sub-Mode generalizes the case where the system disseminates MMS messages."
sections/3.01.StatesAndModes/Medium/Medium-SubModes-Cell.tex,\RqtNumberBase.3,3.3,3.3.3,Sub-Mode CBS Messaging,rqt:MediumCBS,"The BDP-Medium system shall provide the CBS Messaging Dissemination Sub-Mode.",1, Objective,"This requirement shall be verified by demonstration.","\item [3.2.2] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The CBS Messaging Dissemination Sub-Mode generalizes the case where the system disseminates CBS messages."
sections/3.01.StatesAndModes/Heavy/Heavy-States.tex,\RqtNumberBase.1,3.4,3.4.1,Single Mode Broadcast,rqt:HeavySingleMode,"The BDP-Heavy system shall be capable of Single Mode Broadcast.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Single Mode Broadcast state describes the system capability of broadcasting in a single mode. This includes multi-channel, multi-frequency, and multi-band broadcasts with the same messaging."
sections/3.01.StatesAndModes/Heavy/Heavy-States.tex,\RqtNumberBase.2,3.4,3.4.2,Multi-Mode Broadcast,rqt:HeavyMultiMode,"The BDP-Heavy system shall be capable of Multi-Mode Broadcast.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Multi-Mode Broadcast state describes the system capability of broadcasting simultaneously across all applicable modes."
sections/3.01.StatesAndModes/Heavy/Heavy-SubStates.tex,\RqtNumberBase.1,3.4,3.4.1,Sub-State FM Radio and SMS Dissemination,rqt:HeavySubStateFMAndSMS,"The BDP-Heavy system shall be capable of simultaneously broadcasting both FM radio signals and SMS dissemination.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item N/A."
sections/3.01.StatesAndModes/Heavy/Heavy-SubStates.tex,\RqtNumberBase.2,3.4,3.4.2,Sub-State FM and AM Radio Broadcast,rqt:HeavySubStateFMAndAM,"The BDP-Heavy system shall be capable of simultaneously broadcasting both FM and AM radio signals.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item N/A"
sections/3.01.StatesAndModes/Heavy/Heavy-SubStates.tex,\RqtNumberBase.3,3.4,3.4.3,Sub-State FM Radio and TV Broadcast,rqt:HeavySubStateFMAndTV,"The BDP-Heavy system shall be capable of simultaneously broadcasting FM radio and TV signals.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The TV broadcast includes analog and/or digital TV channels."
sections/3.01.StatesAndModes/Heavy/Heavy-SubStates.tex,\RqtNumberBase.4,3.4,3.4.4,Sub-State FM and SW Radio Broadcast,rqt:HeavySubStateFMAndSW,"The BDP-Heavy system shall be capable of simultaneously broadcasting FM and SW radio signals.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item N/A"
sections/3.01.StatesAndModes/Heavy/Heavy-Modes_Radio.tex,\RqtNumberBase.1,3.4,3.4.1,Mode Radio Broadcast,rqt:HeavyModeRadioBroadcast,"The BDP-Heavy system shall provide the Radio Broadcast Mode in the states and sub-states as shown in Table~\ref{tab:Heavy-StatesAndModes}.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Radio Broadcast Mode describes the case where the system broadcasts analog radio.  	\item Sub-modes of AM, SW, and FM broadcast shall be provided. 	\item All forms of radio broadcast shall include static RDS/RBDS text."
sections/3.01.StatesAndModes/Heavy/Heavy-Modes_TV.tex,\RqtNumberBase.1,3.4,3.4.1,Mode Television Broadcast,rqt:HeavyModeTVBroadcast,"The BDP-Heavy system shall provide the Television Broadcast Mode in the states and sub-states as shown in Table~\ref{tab:Heavy-StatesAndModes}.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Television Broadcast Mode generalizes the case where the system provides single and multi-channel TV broadcasts. 	\item Sub-modes of analog and digital TV shall be provided."
sections/3.01.StatesAndModes/Heavy/Heavy-Modes_Cell.tex,\RqtNumberBase.1,3.4,3.4.1,Mode Cellular Dissemination,rqt:HeavyModeCell,"The BDP-Heavy system shall provide the Cellular Dissemination Mode in the states and sub-states as shown in Table~\ref{tab:Heavy-StatesAndModes}.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Cellular Dissemination Mode generalizes the case where the system disseminates cellular messages. 	\item Sub-modes of SMS, MMS, and CBS shall be provided."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-Radio.tex,\RqtNumberBase.1,3.4,3.4.1,Sub-Mode SW Radio Broadcast,rqt:HeavySWRadio,"The BDP-Heavy system shall provide the SW Radio Broadcast Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The SW Radio Broadcast Sub-Mode generalizes the case where the system is broadcasting in the shortwave radio spectrum."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-Radio.tex,\RqtNumberBase.2,3.4,3.4.2,Sub-Mode AM Radio Broadcast,rqt:HeavyAMRadio,"The BDP-Heavy system shall provide the AM Radio Broadcast Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The AM Radio Broadcast Sub-Mode generalizes the case where the system is broadcasting in the AM radio spectrum."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-Radio.tex,\RqtNumberBase.3,3.4,3.4.3,Sub-Mode FM Radio Broadcast,rqt:HeavyFMRadio,"The BDP-Heavy system shall provide the FM Radio Broadcast Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The FM Radio Broadcast Sub-Mode generalizes the case where the system is broadcasting in the FM radio spectrum."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-Radio.tex,\RqtNumberBase.4,3.4,3.4.4,Sub-Mode FM Radio Broadcast with RDS,rqt:HeavyFMRadioRDS,"The BDP-Heavy system shall provide the FM Radio Broadcast Sub-Mode with RDS text.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.1.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The FM Radio Broadcast With RDS Sub-Mode generalizes the case where the system is broadcasting in the FM radio spectrum with RDS text."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-Radio.tex,\RqtNumberBase.5,3.4,3.4.5,Sub-Mode FM Radio Rebroadcast,rqt:HeavyFMRadioRebroadcast,"The BDP-Heavy system shall provide the FM Radio Rebroadcast Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [5.5.5] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The FM Radio Rebroadcast Sub-Mode generalizes the case where the system is rebroadcasting FM radio programming."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-TV.tex,\RqtNumberBase.1,3.4,3.4.1,Sub-Mode Analog TV,rqt:HeavyAnalogTV,"The BDP-Heavy system shall provide the Analog TV Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Analog TV Sub-Mode generalizes the case where the system is broadcasting Analog TV signals."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-TV.tex,\RqtNumberBase.2,3.4,3.4.2,Sub-Mode Digital TV,rqt:HeavyDigitalTV,"The BDP-Heavy system shall provide the Digital TV Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The Digital TV Sub-Mode generalizes the case where the system is broadcasting Digital TV signals."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-Cell.tex,\RqtNumberBase.1,3.4,3.4.1,Sub-Mode SMS Messaging,rqt:HeavySMS,"The BDP-Heavy system shall provide the SMS Messaging Dissemination Sub-Mode.",1, Threshold,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.5.4] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The SMS Messaging Dissemination Sub-Mode generalizes the case where the system disseminates SMS messages."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-Cell.tex,\RqtNumberBase.2,3.4,3.4.2,Sub-Mode MMS Messaging,rqt:HeavyMMS,"The BDP-Heavy system shall provide the MMS Messaging Dissemination Sub-Mode.",1, Objective,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The MMS Messaging Dissemination Sub-Mode generalizes the case where the system disseminates MMS messages."
sections/3.01.StatesAndModes/Heavy/Heavy-SubModes-Cell.tex,\RqtNumberBase.3,3.4,3.4.3,Sub-Mode CBS Messaging,rqt:HeavyCBS,"The BDP-Heavy system shall provide the CBS Messaging Dissemination Sub-Mode.",1, Objective,"This requirement shall be verified by demonstration.","\item [3.2.1] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}. \item [5.1.3] Section in CDD for BDP FoS~\cite{ref__BDP_FOS_CDD}.","\item The CBS Messaging Dissemination Sub-Mode generalizes the case where the system disseminates CBS messages."
